output,ground_truth,label
"Here is the top 4 most common class types with the most animals:

| Rank | Class Type | Count |
| --- | --- | --- |
| 1 | 1 | 25 |
| 2 | 4 | 9 |
","[1, 2, 4, 7]",0
"Based on the table, here are the 3 least common class types with the least animals:

1. Class Type 6: 8 animals
2. Class Type 5: 9 animals
3. Class Type 3: 11","[5, 3, 6]",1
"Here are the top 5 class types with the most combined total legs:

| Class Type | Total Legs |
| --- | --- |
| 1 | 68 |
| 4 | 41 |
| 2 | 38 |
| ","[1, 6, 2, 7, 5]",0
"Here is the answer:

| Class Type | Legs | Total Legs |
| --- | --- | --- |
| 7 | 0 | 0 |
| 2 | 2 | 2 |
| 1 | 4 | 4","[4, 3, 5, 7]",0
"Based on the table, here are the 6 most common numbers of legs:

1. 4 (71 times)
2. 2 (23 times)
3. 6 (6 times)
4. 0 (6 times)
5.","[4, 2, 0, 6, 8, 5]",0
"| Number of Legs | Count |
| --- | --- |
| 2 | 1 |
| 8 | 1 |
| 6 | 2 |","[5, 8, 6]",0
"Yes

| Quantity | Count |
|----------|-------|
| 1        | 0     |
| 2        | 20    |
| 3        | 23    |
| 4        | 7     |
| ",FALSE,0
Yes. All the unit prices are greater than 0.,FALSE,0
"Yes

13047.0 - 24 
12583.0 - 24 
13748.0 - 1 
15100.0 - 1 
15291.0 - 2 
14688.0 - 12 
",TRUE,1
"Yes, there are transactions from the United Kingdom in the table. There are 50 entries for the United Kingdom in the 'Country' column.",TRUE,1
There are 91 unique stock codes in the table.,4070,0
The average unit price is 3.46.,4.611113626,0
Maximum quantity ordered in a single transaction is 192.,80995,0
44,495478,0
"| Country    | Count |
|------------|-------|
| United Kingdom | 75    |
| France       | 32    |
| Australia    | 2     |",United Kingdom,1
,Manual,0
,"PAPER CRAFT , LITTLE BIRDIE",0
Australia,United Kingdom,0
,"['PAPER CRAFT , LITTLE BIRDIE', 'MEDIUM CERAMIC TOP STORAGE JAR', 'ASSTD DESIGN 3D PAPER STICKERS']",0
,"['PAPER CRAFT , LITTLE BIRDIE', 'MEDIUM CERAMIC TOP STORAGE JAR']",0
"Based on the table, the 4 countries that made the most transactions are:

1. United Kingdom (37 transactions)
2. France (15 transactions)
3. Australia (2 transactions)","['United Kingdom', 'Germany', 'France', 'EIRE']",0
"Since there is only 2 countries (United Kingdom and France) in the table, it's not possible to determine the 3 countries with the least transactions.

However, I can tell you that the country with the least transactions is Australia, with only","['Saudi Arabia', 'Bahrain', 'Czech Republic']",0
"Invoice numbers of the top 5 transactions with the highest quantities ordered:
536383.0 
536383.0 
536383.0 
536382.0 
536382.0","['581483', '541431', '578841', '542504', '573008']",0
"Based on the table, the bottom 4 transactions with the lowest quantities ordered are:

InvoiceNo, Quantity
536378.0, 2
536382.0, 2
536384.0, 1
536381.0","[23843, 21366, 23005, 23005, 84347]",0
"Here are the six most commonly ordered quantities based on the table:

1. 6 (54 occurrences)
2. 24 (27 occurrences)
3. 6 (25 occurrences)
4. 12 (15 occurrences)
5. 3 (","[1, 2, 12, 6, 4, 3]",0
"Here are the 3 least commonly ordered quantities:

1. -1 (frequency: 2)
2. 1 (frequency: 12)
3. 2 (frequency: 16)","[-312, -79, 404]",0
